"corpus","user/arcady/selected_czech_statutes___2020_3"
"subcorpus","-"
Item,Frequency,Relative frequency
"krmivo",3,1.92341
"vyžadování",3,1.92341
"platidlo",3,1.92341
"výdej",3,1.92341
"plynovod",3,1.92341
"agens",3,1.92341
"výtisk",3,1.92341
"podepsaný",3,1.92341
"věž",3,1.92341
"archivování",3,1.92341
"bezpečí",3,1.92341
"zajetí",3,1.92341
"evidování",3,1.92341
"evropa",3,1.92341
"beztrestnost",3,1.92341
"zaokrouhlení",3,1.92341
"zapsání",3,1.92341
"exhumace",3,1.92341
"pohřešovaný",3,1.92341
"upevnění",3,1.92341
"zařazování",3,1.92341
"artista",3,1.92341
"lichva",3,1.92341
"licitace",3,1.92341
"poklesek",3,1.92341
"urbanismus",3,1.92341
"pomník",3,1.92341
"zmatek",3,1.92341
"popud",3,1.92341
"zpochybňování",3,1.92341
"zpochybnění",3,1.92341
"zpracovatel",3,1.92341
"zrak",3,1.92341
"zranění",3,1.92341
"lázeň",3,1.92341
"postoj",3,1.92341
"zvládání",3,1.92341
"zábrana",3,1.92341
"potenciál",3,1.92341
"malba",3,1.92341
"maloobchod",3,1.92341
"fumigant",3,1.92341
"úlek",3,1.92341
"manko",3,1.92341
"úsluha",3,1.92341
"fyzioterapeut",3,1.92341
"destilát",3,1.92341
"praktika",3,1.92341
"československo",3,1.92341
"destrukce",3,1.92341
"prase",3,1.92341
"činovník",3,1.92341
"čistírna",3,1.92341
"president",3,1.92341
"detail",3,1.92341
"řetězec",3,1.92341
"řez",3,1.92341
"generace",3,1.92341
"mezera",3,1.92341
"štola",3,1.92341
"bohoslužba",3,1.92341
"progrese",3,1.92341
"projevení",3,1.92341
"minulost",3,1.92341
"prokurist",3,1.92341
"prokuratura",3,1.92341
"minutí",3,1.92341
"mladiství",3,1.92341
"bojeschopnost",3,1.92341
"prospekt",3,1.92341
"haag",3,1.92341
"hanobení",3,1.92341
"provizorium",3,1.92341
"harmonogram",3,1.92341
"vypuzení",3,1.92341
"digitalizace",3,1.92341
"školka",3,1.92341
"prozrazení",3,1.92341
"prádlo",3,1.92341
"prášek",3,1.92341
"dirigent",3,1.92341
"průkaznost",3,1.92341
"průvodce",3,1.92341
"diskont",3,1.92341
"myšlenka",3,1.92341
"mínění",3,1.92341
"distributor",3,1.92341
"pískovna",3,1.92341
"pěstounství",3,1.92341
"hnojivo",3,1.92341
"británie",3,1.92341
"přehrání",3,1.92341
"napodobení",3,1.92341
"přemísťování",3,1.92341
"napomáhání",3,1.92341
"napětí",3,1.92341
"přesun",3,1.92341
"naviják",3,1.92341
"dodaná",3,1.92341
"houba",3,1.92341
"přispění",3,1.92341
"připuštění",3,1.92341
"přistěhovalectví",3,1.92341
"přivlastnění",3,1.92341
"nejistota",3,1.92341
"nemajetnost",3,1.92341
"hrazení",3,1.92341
"nemožná",3,1.92341
"neodvedení",3,1.92341
"neoprávněnost",3,1.92341
"přítel",3,1.92341
"hutnictví",3,1.92341
"výrob",3,1.92341
"nepředložení",3,1.92341
"budoucnost",3,1.92341
"nepřetržitost",3,1.92341
"nepřezkoumatelnost",3,1.92341
"imise",3,1.92341
"výňatek",3,1.92341
"restituce",3,1.92341
"index",3,1.92341
"rezidentství",3,1.92341
"rod",3,1.92341
"rizikovost",3,1.92341
"neuhrazení",3,1.92341
"větev",3,1.92341
"rovnováha",3,1.92341
"neuložení",3,1.92341
"dominance",3,1.92341
"neuznání",3,1.92341
"ingot",3,1.92341
"věznění",3,1.92341
"rozliv",3,1.92341
"inovace",3,1.92341
"rozmanitost",3,1.92341
"rozmezí",3,1.92341
"insignie",3,1.92341
"rozmnožení",3,1.92341
"insolvence",3,1.92341
"nevýhoda",3,1.92341
"inspektorát",3,1.92341
"rozsáhlost",3,1.92341
"nezkušenost",3,1.92341
"rubrika",3,1.92341
"ryba",3,1.92341
"rybolov",3,1.92341
"rys",3,1.92341
"neúčast",3,1.92341
"internet",3,1.92341
"rám",3,1.92341
"podsklepení",3,1.92341
"sbližování",3,1.92341
"schéma",3,1.92341
"sejmutí",3,1.92341
"sekretariát",3,1.92341
"number",3,1.92341
"akumulátor",3,1.92341
"náhražka",3,1.92341
"pohon",3,1.92341
"skladba",3,1.92341
"skladatel",3,1.92341
"skříňka",3,1.92341
"jedinečnost",3,1.92341
"slabost",3,1.92341
"zastavitelnost",3,1.92341
"expertiza",3,1.92341
"sluch",3,1.92341
"smíření",3,1.92341
"smírčí",3,1.92341
"jeřáb",3,1.92341
"socha",3,1.92341
"zavádění",3,1.92341
"názvosloví",3,1.92341
"německo",3,1.92341
"souprava",3,1.92341
"jmenovatel",3,1.92341
"spektrum",3,1.92341
"delaborace",3,1.92341
"jímka",3,1.92341
"objednání",3,1.92341
"spolumajitel",3,1.92341
"spoluobžalovaný",3,1.92341
"zhlédnutí",3,1.92341
"spoluručitel",3,1.92341
"spoluužívání",3,1.92341
"certifikace",3,1.92341
"spotřebič",3,1.92341
"kampaň",3,1.92341
"srovnávání",3,1.92341
"zmrzačení",3,1.92341
"stonásobek",3,1.92341
"strach",3,1.92341
"strážní",3,1.92341
"studna",3,1.92341
"stvrzenka",3,1.92341
"populace",3,1.92341
"stávka",3,1.92341
"střed",3,1.92341
"střecha",3,1.92341
"odchod",3,1.92341
"známost",3,1.92341
"střetnutí",3,1.92341
"svod",3,1.92341
"keř",3,1.92341
"klamavost",3,1.92341
"chemik",3,1.92341
"zpřesnění",3,1.92341
"odlet",3,1.92341
"sólista",3,1.92341
"talón",3,1.92341
"taxislužba",3,1.92341
"telegram",3,1.92341
"kmen",3,1.92341
"teorie",3,1.92341
"chlup",3,1.92341
"textilie",3,1.92341
"bankovka",3,1.92341
"tisícina",3,1.92341
"tlak",3,1.92341
"tombola",3,1.92341
"záložna",3,1.92341
"toxikomanie",3,1.92341
"zvěř",3,1.92341
"transport",3,1.92341
"trvalo",3,1.92341
"trvalá",3,1.92341
"tuna",3,1.92341
"turnaj",3,1.92341
"tvrdost",3,1.92341
"tábor",3,1.92341
"ohlašovna",3,1.92341
"chovanec",3,1.92341
"ohraničení",3,1.92341
"třídění",3,1.92341
"okap",3,1.92341
"akt",3,1.92341
"baterie",3,1.92341
"ujma",3,1.92341
"umisťování",3,1.92341
"opatrnost",3,1.92341
"upomínka",3,1.92341
"komplex",3,1.92341
"upotřebení",3,1.92341
"upravení",3,1.92341
"upřesnění",3,1.92341
"bazén",3,1.92341
"urovnání",3,1.92341
"opilost",3,1.92341
"uschovávání",3,1.92341
"úloha",3,1.92341
"opora",3,1.92341
"utvrzení",3,1.92341
"utrpení",3,1.92341
"konference",3,1.92341
"uživatelnost",3,1.92341
"užitkovost",3,1.92341
"konkurent",3,1.92341
"veletrh",3,1.92341
"velitelství",3,1.92341
"konopí",3,1.92341
"osnova",3,1.92341
"ospravedlňování",3,1.92341
"administrace",3,1.92341
"ostrava",3,1.92341
"vlast",3,1.92341
"vloupání",3,1.92341
"vložka",3,1.92341
"osádka",3,1.92341
"vlákna",3,1.92341
"konzervátorství",3,1.92341
"otroctví",3,1.92341
"dřevina",3,1.92341
"vybavenost",3,1.92341
"cizozemec",3,1.92341
"vyjasnění",3,1.92341
"kotel",3,1.92341
"padělek",3,1.92341
"vykořisťování",3,1.92341
"vyobrazení",3,1.92341
"vypovězení",3,1.92341
"vypuštění",3,1.92341
"vyslechnutí",3,1.92341
"vytyčení",3,1.92341
"vytyčování",3,1.92341
"vytápění",3,1.92341
"ekonomika",3,1.92341
"periodikum",2,1.28227
"ekvivalence",2,1.28227
"vyžití",2,1.28227
"kruh",2,1.28227
"pevnost",2,1.28227
"elektroenergetika",2,1.28227
"pistol",2,1.28227
"pisatel",2,1.28227
"vázání",2,1.28227
"vítr",2,1.28227
"výchov",2,1.28227
"výchovné",2,1.28227
"výchylka",2,1.28227
"plavčí",2,1.28227
"kuplířství",2,1.28227
"výhod",2,1.28227
"pleť",2,1.28227
"plato",2,1.28227
"výkaznictví",2,1.28227
"plot",2,1.28227
"plynárenství",2,1.28227
"výpiska",2,1.28227
"plzeň",2,1.28227
"květina",2,1.28227
"výrobna",2,1.28227
"kyslík",2,1.28227
"výstavka",2,1.28227
"výtržnictví",2,1.28227
"káva",2,1.28227
"kódování",2,1.28227
"vývěva",2,1.28227
"výzdoba",2,1.28227
"epidemie",2,1.28227
"bezohlednost",2,1.28227
"kříž",2,1.28227
"esence",2,1.28227
"kůň",2,1.28227
"včasnost",2,1.28227
"etapa",2,1.28227
"podfonda",2,1.28227
"věst",2,1.28227
"podlicence",2,1.28227
"eskorta",2,1.28227
"podnájemce",2,1.28227
"zadržování",2,1.28227
"podpojištění",2,1.28227
"legenda",2,1.28227
"podpěra",2,1.28227
"zakončení",2,1.28227
"lehkomyslnost",2,1.28227
"zamezování",2,1.28227
"lektor",2,1.28227
"zaměstnankyni-matka",2,1.28227
"podsystém",2,1.28227
"podzemí",2,1.28227
"podělení",2,1.28227
"podílník",2,1.28227
"zasahování",2,1.28227
"zaručení",2,1.28227
"zapůjčitel",2,1.28227
"pohodlí",2,1.28227
"letec",2,1.28227
"expert",2,1.28227
"zasílatelství",2,1.28227
"zatajení",2,1.28227
"zatřídění",2,1.28227
"zavázání",2,1.28227
"zbabělost",2,1.28227
"zběhnutí",2,1.28227
"lichtenštejnsko",2,1.28227
"extrakt",2,1.28227
"f4",2,1.28227
"zdolávání",2,1.28227
"pokles",2,1.28227
"zemětřesení",2,1.28227
"zevnějšek",2,1.28227
"pole",2,1.28227
"polepšení",2,1.28227
"poleno",2,1.28227
"zkapalňování",2,1.28227
"biotop",2,1.28227
"polotovar",2,1.28227
"zkreslování",2,1.28227
"zlomek",2,1.28227
"listoví",2,1.28227
"fikce",2,1.28227
"federace",2,1.28227
"znepokojení",2,1.28227
"znemožnění",2,1.28227
"loajalita",2,1.28227
"znovuobnovení",2,1.28227
"zneškodnění",2,1.28227
"poranění",2,1.28227
"poruch",2,1.28227
"zotavení",2,1.28227
"ložisko",2,1.28227
"zpřísnění",2,1.28227
"blaho",2,1.28227
"zveřejnitel",2,1.28227
"zušlechťování",2,1.28227
"zvětšení",2,1.28227
"zvětšování",2,1.28227
"létání",2,1.28227
"formulace",2,1.28227
"zákres",2,1.28227
"záliba",2,1.28227
"potrubí",2,1.28227
"potápěč",2,1.28227
"zástavba",2,1.28227
"zázemí",2,1.28227
"make-up",2,1.28227
"zášť",2,1.28227
"pozbývání",2,1.28227
"malá",2,1.28227
"úhyn",2,1.28227
"poznání",2,1.28227
"úkryt",2,1.28227
"úlomek",2,1.28227
"úpravna",2,1.28227
"funkcionář",2,1.28227
"úročení",2,1.28227
"úskok",2,1.28227
"administrátor",2,1.28227
"designérka",2,1.28227
"útočník",2,1.28227
"útulek",2,1.28227
"fág",2,1.28227
"účastí",2,1.28227
"úř",2,1.28227
"účtárna",2,1.28227
"destička",2,1.28227
"čaj",2,1.28227
"matrice",2,1.28227
"matrikář",2,1.28227
"člun",2,1.28227
"pravá",2,1.28227
"medicína",2,1.28227
"šetrnost",2,1.28227
"generel",2,1.28227
"škrob",2,1.28227
"štěstí",2,1.28227
"šířej",2,1.28227
"mezizasílatel",2,1.28227
"živá",2,1.28227
"živé",2,1.28227
"žlab",2,1.28227
"asociace",2,1.28227
"grafika",2,1.28227
"mistr",2,1.28227
"gram",2,1.28227
"promítnutí",2,1.28227
"proplacení",2,1.28227
"propoušť",2,1.28227
"propočet",2,1.28227
"prosazení",2,1.28227
"prospěšnost",2,1.28227
"hala",2,1.28227
"dialekt",2,1.28227
"protistrana",2,1.28227
"hardware",2,1.28227
"proveditelnost",2,1.28227
"motocykl",2,1.28227
"hašení",2,1.28227
"hejno",2,1.28227
"hejtman",2,1.28227
"průjezd",2,1.28227
"atrakce",2,1.28227
"psychika",2,1.28227
"publicita",2,1.28227
"mytí",2,1.28227
"puškař",2,1.28227
"pyrotechnik",2,1.28227
"hlasující",2,1.28227
"páka",2,1.28227
"pára",2,1.28227
"páska",2,1.28227
"pásek",2,1.28227
"píce",2,1.28227
"písek",2,1.28227
"hliniště",2,1.28227
"hluk",2,1.28227
"přebal",2,1.28227
"předejití",2,1.28227
"nadřízená",2,1.28227
"přednáška",2,1.28227
"nahrazování",2,1.28227
"představ",2,1.28227
"nahrávka",2,1.28227
"hodinka",2,1.28227
"au-paira",2,1.28227
"předvídatelnost",2,1.28227
"předvádění",2,1.28227
"předčítání",2,1.28227
"přehrada",2,1.28227
"předčitatel",2,1.28227
"přehrávání",2,1.28227
"piercér",2,1.28227
"dobro",2,1.28227
"přepojištění",2,1.28227
"dobrovolník",2,1.28227
"broušení",2,1.28227
"válec",2,1.28227
"vášeň",2,1.28227
"navazování",2,1.28227
"převodka",2,1.28227
"navádění",2,1.28227
"navržení",2,1.28227
"adaptér",2,1.28227
"přeúčtování",2,1.28227
"vídeň",2,1.28227
"přicestování",2,1.28227
"přidělování",2,1.28227
"nebrání",2,1.28227
"nedodržování",2,1.28227
"připevnění",2,1.28227
"nedopatření",2,1.28227
"nedoložení",2,1.28227
"připomenutí",2,1.28227
"hotová",2,1.28227
"přivolání",2,1.28227
"hořlavina",2,1.28227
"přizpůsobování",2,1.28227
"brusivo",2,1.28227
"hraní",2,1.28227
"dodávání",2,1.28227
"hrob",2,1.28227
"hračka",2,1.28227
"přípravka",2,1.28227
"dohodce",2,1.28227
"hudebnina",2,1.28227
"přístřeší",2,1.28227
"nepoctivost",2,1.28227
"hudba",2,1.28227
"půl",2,1.28227
"neporušitelnost",2,1.28227
"hustota",2,1.28227
"rad",2,1.28227
"radiofarmak",2,1.28227
"nepovolení",2,1.28227
"budík",2,1.28227
"radní",2,1.28227
"raketa",2,1.28227
"raněný",2,1.28227
"reakce",2,1.28227
"hřiště",2,1.28227
"nepřesnost",2,1.28227
"výtvarník",2,1.28227
"rehabilitace",2,1.28227
"nepříslušnost",2,1.28227
"ilustrace",2,1.28227
"nerovnováha",2,1.28227
"respektování",2,1.28227
"reproduktor",2,1.28227
"restrukturalizace",2,1.28227
"včelstvo",2,1.28227
"revolver",2,1.28227
"indexace",2,1.28227
"neteř",2,1.28227
"ropa",2,1.28227
"inflace",2,1.28227
"neurčito",2,1.28227
"rozeslání",2,1.28227
"rozesílání",2,1.28227
"podmínění",2,1.28227
"rozhovor",2,1.28227
"rozhrad",2,1.28227
"rozlišování",2,1.28227
"nevolnictví",2,1.28227
"rozloha",2,1.28227
"rozmysl",2,1.28227
"nevyplácení",2,1.28227
"lano",2,1.28227
"domov",2,1.28227
"nezahájení",2,1.28227
"rozvaděč",2,1.28227
"rozvíjení",2,1.28227
"nezpřístupnění",2,1.28227
"nezájem",2,1.28227
"rušič",2,1.28227
"zakoupení",2,1.28227
"neúspěch",2,1.28227
"rytina",2,1.28227
"břeh",2,1.28227
"rádio",2,1.28227
"zameškání",2,1.28227
"zaměstnankyním-matka",2,1.28227
"s2",2,1.28227
"s1",2,1.28227
"sada",2,1.28227
"sad",2,1.28227
"podtřída",2,1.28227
"zaměstnankyně-matka",2,1.28227
"nocleh",2,1.28227
"norsko",2,1.28227
"sbormistr",2,1.28227
"scelení",2,1.28227
"schengen",2,1.28227
"invalid",2,1.28227
"doplňování",2,1.28227
"novinář",2,1.28227
"segregace",2,1.28227
"inzerce",2,1.28227
"sektor",2,1.28227
"selhání",2,1.28227
"inzerát",2,1.28227
"nábytek",2,1.28227
"nádobí",2,1.28227
"servis",2,1.28227
"island",2,1.28227
"sesouvání",2,1.28227
"nádvoří",2,1.28227
"dopravení",2,1.28227
"cela",2,1.28227
"setina",2,1.28227
"seč",2,1.28227
"seřizování",2,1.28227
"autoškola",2,1.28227
"zastírání",2,1.28227
"simulátor",2,1.28227
"nálepek",2,1.28227
"skartace",2,1.28227
"sjezd",2,1.28227
"jediné",2,1.28227
"skot",2,1.28227
"námět",2,1.28227
"náměstí",2,1.28227
"slad",2,1.28227
"slabozraký",2,1.28227
"nápis",2,1.28227
"sled",2,1.28227
"slitek",2,1.28227
"sloučenina",2,1.28227
"jednatelství",2,1.28227
"nástrojař",2,1.28227
"jeskyně",2,1.28227
"snoubenka",2,1.28227
"návratnost",2,1.28227
"snímání",2,1.28227
"snímek",2,1.28227
"návěs",2,1.28227
"zdokonalování",2,1.28227
"náčrt",2,1.28227
"jmenovaná",2,1.28227
"dostavení",2,1.28227
"soustředění",2,1.28227
"souřadnice",2,1.28227
"spalování",2,1.28227
"jurisdikce",2,1.28227
"ceník",2,1.28227
"zdržování",2,1.28227
"pokrytí",2,1.28227
"specifikon",2,1.28227
"obilovina",2,1.28227
"doutník",2,1.28227
"spodek",2,1.28227
"bezvýslednost",2,1.28227
"spoludržba",2,1.28227
"spolupodpis",2,1.28227
"objevení",2,1.28227
"oblečení",2,1.28227
"spoluzavinění",2,1.28227
"spoluúčinkující",2,1.28227
"dovolení",2,1.28227
"limita",2,1.28227
"sportovec",2,1.28227
"zkoumání",2,1.28227
"oboj",2,1.28227
"spravování",2,1.28227
"obrazovka",2,1.28227
"dovybavení",2,1.28227
"obrázek",2,1.28227
"statuta",2,1.28227
"stavení",2,1.28227
"sterilizace",2,1.28227
"stolek",2,1.28227
"občanka",2,1.28227
"občerstvení",2,1.28227
"dočasnost",2,1.28227
"litografie",2,1.28227
"strouha",2,1.28227
"obžalovaná",2,1.28227
"strážník",2,1.28227
"strýc",2,1.28227
"strážný",2,1.28227
"karikatura",2,1.28227
"karoserie",2,1.28227
"stupnice",2,1.28227
"odbavení",2,1.28227
"stání",2,1.28227
"státnost",2,1.28227
"odbornost",2,1.28227
"balné",2,1.28227
"odbytiště",2,1.28227
"katalogizace",2,1.28227
"drahokam",2,1.28227
"střelmistr",2,1.28227
"kaučuk",2,1.28227
"subdodavatel",2,1.28227
"subsystém",2,1.28227
"aparát",2,1.28227
"svaz",2,1.28227
"svolávání",2,1.28227
"keramika",2,1.28227
"svádění",2,1.28227
"odečet",2,1.28227
"svévole",2,1.28227
"kilometr",2,1.28227
"charta",2,1.28227
"odkládání",2,1.28227
"zprotivení",2,1.28227
"synovec",2,1.28227
"t2",2,1.28227
"druhopis",2,1.28227
"zrno",2,1.28227
"ztratné",2,1.28227
"tank",2,1.28227
"klima",2,1.28227
"odolnost",2,1.28227
"tatér",2,1.28227
"telegraf",2,1.28227
"teta",2,1.28227
"textil",2,1.28227
"textace",2,1.28227
"odsouzená",2,1.28227
"odstřel",2,1.28227
"topografie",2,1.28227
"toxin",2,1.28227
"odtajnění",2,1.28227
"chodník",2,1.28227
"odvedení",2,1.28227
"transparentnost",2,1.28227
"odvolaný",2,1.28227
"duch",2,1.28227
"trenažér",2,1.28227
"trezor",2,1.28227
"trestání",2,1.28227
"kolektiv",2,1.28227
"akta",2,1.28227
"trvanlivost",2,1.28227
"tuberkulóza",2,1.28227
"kolika",2,1.28227
"odřezek",2,1.28227
"koláž",2,1.28227
"odůvodněná",2,1.28227
"typa",2,1.28227
"ohlašování",2,1.28227
"tým",2,1.28227
"ohleduplnost",2,1.28227
"komisariát",2,1.28227
"okno",2,1.28227
"uhlí",2,1.28227
"uhlovodík",2,1.28227
"olej",2,1.28227
"okrasa",2,1.28227
"ukončování",2,1.28227
"dálnopis",2,1.28227
"univerzalita",2,1.28227
"komplet",2,1.28227
"upevňování",2,1.28227
"dání",2,1.28227
"uprchlík",2,1.28227
"urna",2,1.28227
"úl",2,1.28227
"operativnost",2,1.28227
"uskladňování",2,1.28227
"opominutí",2,1.28227
"opodstatnění",2,1.28227
"ustájení",2,1.28227
"utajování",2,1.28227
"chvíle",2,1.28227
"uvědomění",2,1.28227
"optika",2,1.28227
"dým",2,1.28227
"optometrista",2,1.28227
"manikúra",2,1.28227
"arbitr",2,1.28227
"chůva",2,1.28227
"útisk",2,1.28227
"velení",2,1.28227
"ortéza",2,1.28227
"velkovévodství",2,1.28227
"ventilátor",2,1.28227
"videotelefon",2,1.28227
"viděná",2,1.28227
"dělba",2,1.28227
"vinohradnictví",2,1.28227
"osud",2,1.28227
"vlek",2,1.28227
"cihla",2,1.28227
"vlna",2,1.28227
"vlečka",2,1.28227
"konzervace",2,1.28227
"vnikání",2,1.28227
"vniknutí",2,1.28227
"vnímání",2,1.28227
"otřes",2,1.28227
"ovlivňování",2,1.28227
"končetina",2,1.28227
"vrstva",2,1.28227
"vrchní",2,1.28227
"ozbrojování",2,1.28227
"vsakování",2,1.28227
"ozdravění",2,1.28227
"vychovatel",2,1.28227
"korektura",2,1.28227
"benelux",2,1.28227
"prekluze",2,1.28227
"vydržitel",2,1.28227
"ošetřovatel",2,1.28227
"p2",2,1.28227
"oživování",2,1.28227
"vyhrazení",2,1.28227
"vyhynutí",2,1.28227
"vyhubení",2,1.28227
"vylákání",2,1.28227
"palba",2,1.28227
"vynakládání",2,1.28227
"metrologie",2,1.28227
"vynucování",2,1.28227
"vypouštění",2,1.28227
"vypočtení",2,1.28227
"metro",2,1.28227
"šifrování",2,1.28227
"vypravitel",2,1.28227
"e-certis",2,1.28227
"vyrobení",2,1.28227
"parodie",2,1.28227
"kožešina",2,1.28227
"prodloužená",2,1.28227
"paříž",2,1.28227
"pec",2,1.28227
"produktovod",2,1.28227
"pedikúra",2,1.28227
"pedopsychologie",2,1.28227
"vyzrazení",2,1.28227
"com",2,1.28227
"vyřazování",1,0.64114
"periskop",1,0.64114
"peněžení",1,0.64114
"vyškolení",1,0.64114
"vzducholoď",1,0.64114
"personalita",1,0.64114
"kronika",1,0.64114
"vzepření",1,0.64114
"vzezření",1,0.64114
"pečetění",1,0.64114
"krupobití",1,0.64114
"vznesení",1,0.64114
"vzrušení",1,0.64114
"pilina",1,0.64114
"kryt",1,0.64114
"elektronika",1,0.64114
"cukrářství",1,0.64114
"váda",1,0.64114
"vzrůst",1,0.64114
"válečná",1,0.64114
"válcování",1,0.64114
"pistole",1,0.64114
"vání",1,0.64114
"plachetka",1,0.64114
"pivovarnictví",1,0.64114
"králová",1,0.64114
"vážné",1,0.64114
"plamenomet",1,0.64114
"plakátování",1,0.64114
"plastika",1,0.64114
"kulomet",1,0.64114
"výbuch",1,0.64114
"výbava",1,0.64114
"východisko",1,0.64114
"kumulace",1,0.64114
"kulisa",1,0.64114
"elektrozařízení",1,0.64114
"copyright",1,0.64114
"výhybka",1,0.64114
"výhrůžka",1,0.64114
"výchovna",1,0.64114
"výklenek",1,0.64114
"výjimečnost",1,0.64114
"výkyv",1,0.64114
"výlisek",1,0.64114
"plus",1,0.64114
"plodina",1,0.64114
"plemenitba",1,0.64114
"výmět",1,0.64114
"výměník",1,0.64114
"výnosnost",1,0.64114
"plánovitost",1,0.64114
"kvóta",1,0.64114
"výpustka",1,0.64114
"výpros",1,0.64114
"pláž",1,0.64114
"plášť",1,0.64114
"plátno",1,0.64114
"výsadkář",1,0.64114
"výročí",1,0.64114
"pneumatika",1,0.64114
"kypr",1,0.64114
"encyklopedie",1,0.64114
"eliminace",1,0.64114
"bezdomovec",1,0.64114
"výtržnost",1,0.64114
"poctivost",1,0.64114
"pocta",1,0.64114
"výškoměr",1,0.64114
"výčesek",1,0.64114
"podchod",1,0.64114
"křižování",1,0.64114
"včelařství",1,0.64114
"podezdívka",1,0.64114
"vědec",1,0.64114
"vědění",1,0.64114
"podjezd",1,0.64114
"věnování",1,0.64114
"podkovářství",1,0.64114
"laboratoř",1,0.64114
"laborant",1,0.64114
"labe",1,0.64114
"podlaha",1,0.64114
"podkroví",1,0.64114
"podlahářství",1,0.64114
"lakýrnictví",1,0.64114
"lahev",1,0.64114
"work",1,0.64114
"writers",1,0.64114
"wolfram",1,0.64114
"lampa",1,0.64114
"etika",1,0.64114
"etapizace",1,0.64114
"eskalátor",1,0.64114
"zabudování",1,0.64114
"zachová",1,0.64114
"zadluženost",1,0.64114
"lavina",1,0.64114
"laptop",1,0.64114
"pododkaz",1,0.64114
"led",1,0.64114
"podpisování",1,0.64114
"lednička",1,0.64114
"eurojusta",1,0.64114
"etiketa",1,0.64114
"zakladač",1,0.64114
"zakmenění",1,0.64114
"zajímavost",1,0.64114
"zakreslení",1,0.64114
"zamítání",1,0.64114
"podpůrčí",1,0.64114
"podpoložka",1,0.64114
"zaměnitelnost",1,0.64114
"zaměstnankyň-matka",1,0.64114
"zaměstnankyně-matek",1,0.64114
"podskupina",1,0.64114
"podzástava",1,0.64114
"leptání",1,0.64114
"dača",1,0.64114
"datování",1,0.64114
"cítění",1,0.64114
"arsen",1,0.64114
"zapisování",1,0.64114
"zapečetění",1,0.64114
"zanedbávání",1,0.64114
"zaprotokolování",1,0.64114
"zapojování",1,0.64114
"podílení",1,0.64114
"zasilatelství",1,0.64114
"zasilatel",1,0.64114
"zastavování",1,0.64114
"zastrašování",1,0.64114
"pohostinství",1,0.64114
"letišta",1,0.64114
"exhalace",1,0.64114
"zastávání",1,0.64114
"pohrdání",1,0.64114
"pohoštění",1,0.64114
"zateplení",1,0.64114
"pohřbení",1,0.64114
"leštění",1,0.64114
"lešení",1,0.64114
"leták",1,0.64114
"zaujímání",1,0.64114
"zavlažování",1,0.64114
"pohřebné",1,0.64114
"liberec",1,0.64114
"zaznamenávání",1,0.64114
"zařizování",1,0.64114
"zavážka",1,0.64114
"definování",1,0.64114
"definice",1,0.64114
"dcera",1,0.64114
"zdaňování",1,0.64114
"zdatnost",1,0.64114
"pojišťování",1,0.64114
"zdvihání",1,0.64114
"zdvihák",1,0.64114
"zdravotník",1,0.64114
"zdědění",1,0.64114
"zednictví",1,0.64114
"zdviž",1,0.64114
"zemina",1,0.64114
"pokrývka",1,0.64114
"pokrývačství",1,0.64114
"lidství",1,0.64114
"faktoring",1,0.64114
"zesnulý",1,0.64114
"zhodnocování",1,0.64114
"zeť",1,0.64114
"zemědělec",1,0.64114
"zirkonium",1,0.64114
"ziskovost",1,0.64114
"zhutňování",1,0.64114
"ziskuchtivost",1,0.64114
"zjevnost",1,0.64114
"poloh",1,0.64114
"polodrahokam",1,0.64114
"zkomolení",1,0.64114
"zkoušení",1,0.64114
"polohopis",1,0.64114
"lis",1,0.64114
"delegování",1,0.64114
"dehet",1,0.64114
"biopreparát",1,0.64114
"zkušebnictví",1,0.64114
"položení",1,0.64114
"zlatnictví",1,0.64114
"lisování",1,0.64114
"zlikvidování",1,0.64114
"zlín",1,0.64114
"zlomenina",1,0.64114
"zlepšování",1,0.64114
"fax",1,0.64114
"zmizení",1,0.64114
"pomsta",1,0.64114
"změnění",1,0.64114
"popel",1,0.64114
"pondělí",1,0.64114
"literatura",1,0.64114
"fauna",1,0.64114
"znaménko",1,0.64114
"znecitlivění",1,0.64114
"livigno",1,0.64114
"files",1,0.64114
"znetvoření",1,0.64114
"znečišťování",1,0.64114
"znevýhodnění",1,0.64114
"lk-7696",1,0.64114
"delimitace",1,0.64114
"znovuzavedení",1,0.64114
"porcelán",1,0.64114
"lodžie",1,0.64114
"znázornění",1,0.64114
"známý",1,0.64114
"lokomotiva",1,0.64114
"filtrování",1,0.64114
"bižuterie",1,0.64114
"bismut",1,0.64114
"zotavená",1,0.64114
"zotročování",1,0.64114
"zopakování",1,0.64114
"zpoplatnění",1,0.64114
"zohyzdění",1,0.64114
"zprošťování",1,0.64114
"porážka",1,0.64114
"fitcentrum",1,0.64114
"posilovna",1,0.64114
"lugana",1,0.64114
"lunapark",1,0.64114
"flexibilita",1,0.64114
"demonstrace",1,0.64114
"demokracie",1,0.64114
"zrození",1,0.64114
"zrcadlo",1,0.64114
"poslech",1,0.64114
"zručnost",1,0.64114
"ztotožnění",1,0.64114
"pospěch",1,0.64114
"ztěžování",1,0.64114
"postava",1,0.64114
"lávka",1,0.64114
"luštěnina",1,0.64114
"zvýhodňování",1,0.64114
"fontán",1,0.64114
"flora",1,0.64114
"blesk",1,0.64114
"artists",1,0.64114
"artikulace",1,0.64114
"arkýř",1,0.64114
